Country Name,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017
Malaysia,MYS,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,107.1227526,108.4259367,114.1245298,119.8996939,120.5786511,125.1471481,123.9070971,
North America,NAC,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,187.211748,177.8536449,179.0648585,192.5294543,194.616948,188.2037313,192.1654998,
Namibia,NAM,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,48.00286096,48.56917589,48.50366907,47.86201165,49.92837,53.41743731,53.16160097,
New Caledonia,NCL,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,
Niger,NER,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,11.6813054,12.82007844,12.70194649,12.92268533,12.95225035,13.92564032,13.68406587,
Nigeria,NGA,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,15.42155907,12.47631356,11.79709879,12.59342159,14.50883498,14.21803818,15.67236155,
Nicaragua,NIC,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,26.79037699,26.20224411,28.72574006,31.87197632,33.86110448,36.87716347,38.74297668,
Netherlands,NLD,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,115.0546625,115.8270747,118.3638579,115.1885567,118.3730815,112.9741886,110.2595778,
Norway,NOR,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,128.2088907,125.6117936,123.2965261,124.8061907,128.8608416,138.3694834,144.8012538,
Nepal,NPL,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,54.58998779,52.95450097,56.12922384,58.03256915,61.89697695,64.74901325,81.05167505,
Nauru,NRU,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,
New Zealand,NZL,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,142.3278769,,,,,,,
OECD members,OED,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,145.9982591,140.7213323,141.748775,144.6077968,143.8444801,144.1406531,147.1689542,
Oman,OMN,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,42.35090499,41.18351083,41.9666951,43.07775216,46.89776893,65.56862417,75.55583103,
Other small states,OSS,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,68.0701652,61.28384744,57.45646751,58.38988022,59.48035325,72.56711857,76.61084667,
Pakistan,PAK,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,21.41291755,18.12633374,16.94004448,16.11551863,15.58895291,15.3860746,16.50975607,
Panama,PAN,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,85.79868929,83.38748388,82.86063179,68.49118603,84.59248956,88.51983914,91.02086437,
Peru,PER,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,25.36735493,27.14395836,28.21747786,31.59113489,34.15287498,37.4202164,36.21014641,
Philippines,PHL,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,29.57853404,31.86832022,33.4143804,35.85986548,39.17741021,41.76722092,44.71448167,
Palau,PLW,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,
Papua New Guinea,PNG,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,21.09156281,20.93262225,22.8563662,25.09975428,22.82934762,23.26303988,22.71667501,
Poland,POL,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,48.74877015,51.38886052,50.10325728,51.06787093,52.33028712,53.61627705,54.55718357,
Pre-demographic dividend,PRE,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,13.76538854,12.60616137,12.7285708,13.45565282,14.50110162,15.6435499,17.11042019,
Puerto Rico,PRI,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,
Portugal,PRT,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,155.3289012,156.1964835,152.8563566,143.2747778,129.7308909,119.7709386,112.0296914,
Paraguay,PRY,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,34.57208803,38.93750907,42.67503303,45.69466889,49.86662235,57.53683798,54.42333125,
West Bank and Gaza,PSE,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,23.20093951,24.53870107,26.02819199,26.12964373,30.0626058,35.94372841,42.00367287,
Pacific island small states,PSS,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,66.7924282,61.38212163,61.56995583,62.97027859,66.35880571,69.89588784,73.39874824,
Post-demographic dividend,PST,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,152.2844171,146.9479438,148.0390551,151.5846586,151.0329599,151.0495283,153.8377994,
French Polynesia,PYF,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,
Qatar,QAT,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,44.701796,39.75302488,37.12843955,40.005319,46.09678029,69.59400112,79.38403063,
Romania,ROU,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,38.75690106,38.89903755,37.52176946,33.85757298,31.12118484,29.89920306,28.20816427,
Russian Federation,RUS,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,42.84008335,41.58202323,43.87499455,47.92743495,53.47358916,54.72013361,,
Rwanda,RWA,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,12.18936516,16.00320959,18.50188789,19.17164361,20.7776933,21.17385822,21.17213712,
South Asia,SAS,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,46.97313138,46.83805647,47.04154463,47.19969739,47.12695373,47.28978317,45.94080936,
Saudi Arabia,SAU,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,39.16421339,34.10072945,36.33917987,40.21873579,44.29023491,56.13234644,57.97939006,
Sudan,SDN,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,11.86558375,10.8205518,11.07811632,9.636369483,7.621508867,7.137369288,8.855003347,
Senegal,SEN,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,25.12146958,28.52750903,29.14243791,32.09149638,33.25110315,32.99082823,33.27355053,
Singapore,SGP,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,96.21759573,106.128995,115.2884376,126.1434977,130.9191987,127.025317,132.9140504,
Solomon Islands,SLB,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,27.46303157,22.61044623,22.79999608,35.57253137,36.51549415,38.23987316,39.01535406,
Sierra Leone,SLE,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,7.708448614,7.666651406,6.21904861,4.769305828,4.889138795,5.34426438,5.542740469,
El Salvador,SLV,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,40.87644966,39.75391778,40.20281489,42.53214976,44.09369558,44.51589342,45.57086453,
San Marino,SMR,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,
Somalia,SOM,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,
Serbia,SRB,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,50.00779862,47.56311196,49.50949377,43.56571868,43.42604328,43.37426651,43.44262176,
Sub-Saharan Africa (excluding high income),SSA,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,54.5076185,50.29641237,49.31886476,46.63790009,45.24733326,45.61652256,45.4259458,
South Sudan,SSD,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,0.429148308,1.31545565,1.575880333,1.902798769,2.703222931,,
Sub-Saharan Africa,SSF,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,54.48533967,50.27637097,49.29744024,46.61481961,45.22933285,45.59621414,45.40709491,
Small states,SST,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,64.16475434,58.45011106,54.9896326,55.91577475,57.06012363,67.99998494,71.27462725,
Sao Tome and Principe,STP,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,37.86461925,38.88238058,37.51768551,32.27552573,27.69912439,27.56334357,27.01698129,
Suriname,SUR,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,24.01853927,23.65726607,24.19478962,27.8152814,29.73024355,35.82693276,36.76169668,
Slovak Republic,SVK,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,45.09775533,46.65907422,46.80904484,47.98902649,49.80947731,53.31545809,56.99912436,
Slovenia,SVN,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,85.31802918,82.20653406,79.66154359,65.73403811,54.52919396,49.90721517,46.67077276,
Sweden,SWE,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,124.3840188,126.4134736,130.1283652,132.2417597,131.205891,128.3512308,128.7292369,
Swaziland,SWZ,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,19.12622396,22.3784841,19.43752205,21.01623672,21.38422274,20.64511914,21.58920427,
Sint Maarten (Dutch part),SXM,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,
Seychelles,SYC,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,24.44604725,22.2455546,20.03513105,20.05372777,23.75219195,24.2263982,26.91068871,
Syrian Arab Republic,SYR,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,
Turks and Caicos Islands,TCA,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,
Chad,TCD,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,4.236720737,4.848502221,5.817331385,6.089035107,7.801528789,8.396387787,10.24533922,
East Asia & Pacific (IDA & IBRD countries),TEA,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,111.7483451,110.3959596,116.3553945,122.3301951,128.6053848,140.3336979,143.4301016,
Europe & Central Asia (IDA & IBRD countries),TEC,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,45.43215953,45.28885044,46.39879121,50.1091892,53.16338726,54.48087926,,
Togo,TGO,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,22.11974997,28.15535994,30.14651582,37.67655215,34.20752034,36.78253128,39.28410778,
Thailand,THA,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,115.7218971,130.6498424,136.2091906,142.2774345,146.2062065,149.7664481,147.3215826,
Tajikistan,TJK,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,14.17053945,16.03704339,14.64830628,18.41455861,21.48357655,22.72219008,19.2081324,
Turkmenistan,TKM,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,40.06547015,43.70926943,46.20904095,47.94190116,50.23323657,49.29101875,48.96346866,
Timor-Leste,TLS,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,12.26050932,12.60390723,13.46284001,12.89157129,13.21949175,13.18784719,11.66332207,
Middle East & North Africa (IDA & IBRD countries),TMN,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,38.8632464,39.81745946,38.92240921,35.77108122,38.06009871,42.15762885,53.26624455,
Tonga,TON,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,39.64136383,32.31316129,29.77319605,29.16016974,29.76091531,32.42563382,37.52545772,
South Asia (IDA & IBRD),TSA,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,46.97313138,46.83805647,47.04154463,47.19969739,47.12695373,47.28978317,45.94080936,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,54.48533967,50.27637097,49.29744024,46.61481961,45.22933285,45.59621414,45.40709491,
Trinidad and Tobago,TTO,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,30.84546084,28.12563979,28.49924396,28.77255267,31.17611674,37.10607405,39.57949655,
Tunisia,TUN,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,69.11192381,76.49478697,76.26102419,76.95658741,78.11626439,79.3381359,81.15531932,
Turkey,TUR,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,44.65478471,49.42406155,52.22800141,60.70946064,63.79106181,66.8273597,69.85267468,
Tuvalu,TUV,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,
Tanzania,TZA,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,11.94384493,12.63914289,13.00299125,12.89496632,13.78519067,15.17410573,14.2787782,
Uganda,UGA,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,13.34129747,15.50694353,13.7404582,13.53709924,14.20937795,14.8374503,14.54533002,
Ukraine,UKR,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,78.64618551,71.07504232,69.57924601,73.46338686,75.22884563,56.70900983,47.33407337,
Upper middle income,UMC,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,78.57907933,79.33901543,84.81058893,90.1858439,97.68674544,110.5278644,118.9926949,
Uruguay,URY,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,22.28912699,23.06438179,23.4540304,25.98971793,27.04002951,30.11431536,28.161111,
United States,USA,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,187.211748,177.8536449,179.0648585,192.5294543,194.616948,188.2037313,192.1654998,
Uzbekistan,UZB,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,
St. Vincent and the Grenadines,VCT,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,51.83139048,52.99160899,54.25375768,52.76195112,52.21217212,51.5139965,50.94196524,
"Venezuela, RB",VEN,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,18.83101148,20.47422565,25.30374966,29.89614969,,,,
British Virgin Islands,VGB,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,
Virgin Islands (U.S.),VIR,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,
Vietnam,VNM,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,114.7234701,101.7990061,94.83221168,96.80326851,100.3001702,111.9263296,123.8148747,
Vanuatu,VUT,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,64.68524932,67.42831577,70.51577216,68.68163405,71.7332419,71.81037126,68.51522715,
World,WLD,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,122.5456253,117.3638996,118.4576535,121.3221507,123.1365707,127.1022498,131.5679685,
Samoa,WSM,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,65.57216133,63.92926791,62.84804531,67.21849164,72.23310311,73.93304655,80.04192202,
Kosovo,XKX,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,35.43221237,36.6456542,36.08222361,34.938955,35.40039253,36.44189755,39.2692747,
"Yemen, Rep.",YEM,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,6.28934065,5.068725811,4.645404088,5.636719541,,,,
South Africa,ZAF,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,148.9813957,139.6023093,146.4798013,149.2415655,151.0255554,147.6634058,144.414242,
Zambia,ZMB,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,9.197936285,13.6926188,15.8588261,15.8170259,17.08818607,19.76482328,12.0392528,
Zimbabwe,ZWE,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,
